Player,Nation,Age,Pos,Squad,Comp,MP,Starts,Min,90s,Touches,Carries,PrgDist,PrgC,PrgP,PrgR,Att_stats_possession,Succ,Succ%,Gls,Ast,G+A,xG,npxG,xAG,xG+xAG,Crs,Tkl,Int,Tkl+Int,Blocks,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,G-xG,np:G-xG,KP,PPA,1/3,CrsPA,SCA,SCA90,GCA,GCA90,Att Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Live_stats_possession,Rec,Won,Lost,Cmp,Clr,FatigueIndex,StyleInsight,PlayerCluster,PlayerStyle,PlayerImg,TeamImg
Bruno Guimarães,br BRA,28.0,MF,Newcastle Utd,eng Premier League,12,12,1073,11.9,727,486,2575,14,87,27,24,8,33.3,3,2,5,2.0,2.0,0.7,0.23,9,26,6,32,15,15,4,26.7,1.26,0.34,0.2,0.75,1.0,1.0,16,16,68,1,41,3.44,8,0.67,18,140,385,213,727,546,6,13,500,14,1.407995263686511,Liga equilibrada,1,Organizador / Regista,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Bruno_Guimar%C3%A3es.png/250px-Bruno_Guimar%C3%A3es.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Newcastle_United_Logo.svg/250px-Newcastle_United_Logo.svg.png
Daouda Guindo,ml MLI,23.0,DF,Brest,fr Ligue 1,8,3,347,3.9,206,115,682,4,7,19,2,1,50.0,0,0,0,0.0,0.0,0.4,0.11,7,7,3,10,1,2,0,0.0,0.52,0.0,0.0,,0.0,0.0,2,1,6,1,5,1.3,1,0.26,2,58,105,43,206,133,2,3,150,9,-0.436779182768901,Liga ofensiva y vertical,0,Defensa Posicional,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/FC_Red_Bull_Salzburg_gegen_SK_Austria_Klagenfurt_%282024-03-03%29_18.jpg/250px-FC_Red_Bull_Salzburg_gegen_SK_Austria_Klagenfurt_%282024-03-03%29_18.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/0/05/Stade_Brestois_29_logo.svg/250px-Stade_Brestois_29_logo.svg.png
Bahereba Guirassy,fr FRA,19.0,"FW,MF",Nantes,fr Ligue 1,12,8,650,7.2,282,151,505,20,13,49,32,9,28.1,2,1,3,1.6,1.6,0.8,0.32,16,15,3,18,12,11,5,45.5,1.52,0.69,0.18,0.4,0.4,0.4,5,6,3,2,14,1.94,2,0.28,33,71,105,111,282,169,11,5,108,10,0.0024481820357507,Liga ofensiva y vertical,4,9 Goleador de Área,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Guirassy_asse_fcn_2425.jpg/250px-Guirassy_asse_fcn_2425.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Logo_FC_Nantes_%28avec_fond%29_-_2019.svg/250px-Logo_FC_Nantes_%28avec_fond%29_-_2019.svg.png
Serhou Guirassy,gn GUI,29.0,FW,Dortmund,de Bundesliga,11,11,938,10.4,340,185,346,16,12,64,10,3,30.0,5,1,6,6.1,5.3,0.8,0.67,2,1,0,1,8,29,17,58.6,2.78,1.63,0.17,0.29,-1.1,-0.3,7,1,11,0,15,1.44,1,0.1,52,34,157,153,339,269,31,2,162,14,0.1289035510177831,Liga equilibrada,4,9 Goleador de Área,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Serhou_Guirassy_2024_%28cropped%29.jpg/250px-Serhou_Guirassy_2024_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Borussia_Dortmund_logo.svg/250px-Borussia_Dortmund_logo.svg.png
Marc Guiu,es ESP,19.0,FW,Sunderland,eng Premier League,2,0,15,0.2,8,2,7,0,1,1,0,0,,0,0,0,0.0,0.0,0.0,0.14,0,0,0,0,0,1,0,0.0,6.0,0.0,0.0,,0.0,0.0,0,1,0,0,2,12.0,0,0.0,2,2,2,4,8,4,1,0,3,1,-1.1747473129791426,Liga equilibrada,0,Atacante Asociativo,https://upload.wikimedia.org/wikipedia/commons/5/53/Marc_Guiu_FIFA_Club_World_Cup_final_extraction.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Logo_Sunderland.svg/330px-Logo_Sunderland.svg.png
Marc Guiu,es ESP,19.0,FW,Sunderland,eng Premier League,2,0,15,0.2,8,2,7,0,1,1,0,0,,0,0,0,0.0,0.0,0.0,0.14,0,0,0,0,0,1,0,0.0,6.0,0.0,0.0,,0.0,0.0,0,1,0,0,2,12.0,0,0.0,2,2,2,4,8,4,1,0,3,1,-1.1747473129791426,Liga equilibrada,0,Atacante Asociativo,https://upload.wikimedia.org/wikipedia/commons/5/53/Marc_Guiu_FIFA_Club_World_Cup_final_extraction.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/Chelsea_FC.svg/250px-Chelsea_FC.svg.png
Marc Guiu,es ESP,19.0,FW,Chelsea,eng Premier League,5,1,165,1.8,30,15,17,2,1,8,4,1,25.0,0,1,1,1.2,1.2,0.7,1.04,0,0,0,0,0,8,1,12.5,4.36,0.55,0.0,0.0,-1.2,-1.2,1,0,1,0,5,2.71,3,1.63,9,1,12,18,30,22,1,2,8,1,-0.9965536180918118,Liga equilibrada,0,9 Goleador de Área,https://upload.wikimedia.org/wikipedia/commons/5/53/Marc_Guiu_FIFA_Club_World_Cup_final_extraction.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Logo_Sunderland.svg/330px-Logo_Sunderland.svg.png
Marc Guiu,es ESP,19.0,FW,Chelsea,eng Premier League,5,1,165,1.8,30,15,17,2,1,8,4,1,25.0,0,1,1,1.2,1.2,0.7,1.04,0,0,0,0,0,8,1,12.5,4.36,0.55,0.0,0.0,-1.2,-1.2,1,0,1,0,5,2.71,3,1.63,9,1,12,18,30,22,1,2,8,1,-0.9965536180918118,Liga equilibrada,0,9 Goleador de Área,https://upload.wikimedia.org/wikipedia/commons/5/53/Marc_Guiu_FIFA_Club_World_Cup_final_extraction.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/Chelsea_FC.svg/250px-Chelsea_FC.svg.png
Péter Gulácsi,hu HUN,35.0,GK,RB Leipzig,de Bundesliga,12,12,1080,12.0,471,293,4770,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0.0,0.0,,,0.0,0.0,0,1,6,0,1,0.08,0,0.0,0,462,9,0,471,269,1,1,365,9,1.131613757894332,Liga equilibrada,2,Interior Mixto,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/2020-03-10_Fu%C3%9Fball%2C_M%C3%A4nner%2C_UEFA_Champions_League_Achtelfinale%2C_RB_Leipzig_-_Tottenham_Hotspur_1DX_3666_by_Stepro.jpg/250px-2020-03-10_Fu%C3%9Fball%2C_M%C3%A4nner%2C_UEFA_Champions_League_Achtelfinale%2C_RB_Leipzig_-_Tottenham_Hotspur_1DX_3666_by_Stepro.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/0/04/RB_Leipzig_2014_logo.svg/330px-RB_Leipzig_2014_logo.svg.png
Arda Güler,tr TUR,20.0,"MF,FW",Real Madrid,es La Liga,14,12,895,9.9,723,419,2308,19,76,49,22,11,50.0,3,5,8,3.0,3.0,4.0,0.7,47,20,5,25,10,25,9,36.0,2.51,0.91,0.12,0.33,0.0,0.0,34,21,59,2,61,6.13,7,0.7,28,72,305,353,723,540,4,8,529,5,0.9989533923027334,Liga equilibrada,1,Organizador / Regista,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Derbide_Fenerbah%C3%A7e_Yedek_Oyuncu_Arda_G%C3%BCler_%282021-22_S%C3%BCper_Lig_-_Cropped%29.jpg/250px-Derbide_Fenerbah%C3%A7e_Yedek_Oyuncu_Arda_G%C3%BCler_%282021-22_S%C3%BCper_Lig_-_Cropped%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Real_Madrid_CF.svg/250px-Real_Madrid_CF.svg.png
Gerard Gumbau,es ESP,30.0,"MF,FW",Rayo Vallecano,es La Liga,7,0,86,1.0,57,26,133,1,2,1,2,1,50.0,0,0,0,0.0,0.0,0.0,0.02,5,1,0,1,3,0,0,,0.0,0.0,,,0.0,0.0,1,0,1,0,2,2.09,0,0.0,2,12,30,15,57,39,1,1,35,4,-1.0334355612600188,Liga equilibrada,0,Interior Mixto,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Gerard_Gumbau.jpg/250px-Gerard_Gumbau.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Rayo_Vallecano_logo.svg/250px-Rayo_Vallecano_logo.svg.png
Christian Günter,de GER,32.0,DF,Freiburg,de Bundesliga,7,4,370,4.1,184,84,604,3,11,19,1,0,0.0,0,1,1,0.1,0.1,0.4,0.12,18,0,0,0,3,3,0,0.0,0.73,0.0,0.0,,-0.1,-0.1,6,2,7,2,11,2.68,2,0.49,5,43,69,72,184,104,2,1,132,6,-0.5876930899533573,Liga equilibrada,0,Defensa Posicional,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Christian_G%C3%BCnter_%282025_-_1%29.jpg/250px-Christian_G%C3%BCnter_%282025_-_1%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/SC_Freiburg_logo.svg/250px-SC_Freiburg_logo.svg.png
Jon Guridi,es ESP,30.0,"MF,FW",Alavés,es La Liga,10,5,387,4.3,207,116,368,9,20,16,9,4,44.4,0,0,0,0.9,0.9,0.0,0.21,3,5,1,6,3,4,2,50.0,0.93,0.47,0.0,0.0,-0.9,-0.9,0,3,10,0,8,1.86,0,0.0,14,23,113,72,207,146,7,6,133,4,-0.492715106758063,Liga equilibrada,0,Interior Conductor,https://upload.wikimedia.org/wikipedia/commons/4/4a/DSC_2424_%2851299094836%29_%28guridi%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Escudo_Deportivo_Alav%C3%A9s.png/250px-Escudo_Deportivo_Alav%C3%A9s.png
Gorka Guruzeta,es ESP,29.0,FW,Athletic Club,es La Liga,12,9,710,7.9,291,126,296,3,17,44,14,3,21.4,1,0,1,3.2,3.2,0.7,0.49,3,5,2,7,5,25,6,24.0,3.17,0.76,0.04,0.17,-2.2,-2.2,8,4,7,0,20,2.53,0,0.0,48,23,130,138,291,211,24,4,137,6,-0.1305529323460937,Liga equilibrada,4,9 Goleador de Área,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/9/98/Club_Athletic_Bilbao_logo.svg/250px-Club_Athletic_Bilbao_logo.svg.png
Malo Gusto,fr FRA,22.0,"DF,MF",Chelsea,eng Premier League,11,7,666,7.4,479,282,1240,13,35,34,8,6,75.0,1,1,2,0.8,0.8,0.5,0.19,15,17,11,28,10,5,2,40.0,0.68,0.27,0.2,0.5,0.2,0.2,7,6,26,1,25,3.38,3,0.41,13,113,234,139,479,301,7,7,331,9,0.4339649760164812,Liga equilibrada,3,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Malo_Gusto_20042025_%281%29.jpg/250px-Malo_Gusto_20042025_%281%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/Chelsea_FC.svg/250px-Chelsea_FC.svg.png
Miguel Gutiérrez,es ESP,24.0,"DF,MF",Napoli,it Serie A,7,3,295,3.3,204,107,583,5,17,17,6,1,16.7,0,0,0,0.1,0.1,0.3,0.12,10,7,4,11,8,3,1,33.3,0.92,0.31,0.0,0.0,-0.1,-0.1,7,4,13,2,9,2.75,0,0.0,5,38,102,68,204,130,3,1,147,4,-0.5083678935833086,Liga equilibrada,3,Defensa Posicional,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/SSC_Napoli_2025_%28white_and_azure%29.svg/250px-SSC_Napoli_2025_%28white_and_azure%29.svg.png
Albert Guðmundsson,is ISL,28.0,"MF,FW",Fiorentina,it Serie A,11,7,621,6.9,238,140,605,9,17,18,10,3,30.0,2,1,3,1.7,0.1,0.5,0.31,7,1,0,1,1,3,0,0.0,0.43,0.0,0.0,,0.3,-0.1,4,3,14,2,19,2.76,2,0.29,11,34,141,65,236,172,2,5,162,5,-0.2299721069813244,Liga equilibrada,0,Interior Conductor,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/ACF_Fiorentina_-_logo_%28Italy%2C_2022%29.svg/250px-ACF_Fiorentina_-_logo_%28Italy%2C_2022%29.svg.png
Joško Gvardiol,hr CRO,23.0,DF,Manchester City,eng Premier League,9,9,789,8.8,670,427,2987,9,55,3,4,1,25.0,1,1,2,0.9,0.9,0.3,0.15,2,11,8,19,9,7,2,28.6,0.8,0.23,0.14,0.5,0.1,0.1,3,6,63,1,13,1.48,4,0.46,12,249,342,83,670,470,12,1,516,33,0.9363982667951696,Liga equilibrada,2,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/2023-10-04_Fu%C3%9Fball%2C_M%C3%A4nner%2C_UEFA_Champions_League%2C_RB_Leipzig_-_Manchester_City_FC_1DX_2611_%28Jo%C5%A1ko_Gvardiol%29.jpg/250px-2023-10-04_Fu%C3%9Fball%2C_M%C3%A4nner%2C_UEFA_Champions_League%2C_RB_Leipzig_-_Manchester_City_FC_1DX_2611_%28Jo%C5%A1ko_Gvardiol%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Manchester_City_FC_badge.svg/250px-Manchester_City_FC_badge.svg.png
Viktor Gyökeres,se SWE,27.0,FW,Arsenal,eng Premier League,11,10,819,9.1,213,109,202,8,11,53,16,4,25.0,4,0,4,4.6,3.8,1.1,0.62,3,2,0,2,7,19,7,36.8,2.09,0.77,0.16,0.43,-0.6,-0.8,9,5,4,0,20,2.2,2,0.22,58,11,69,135,212,147,16,2,69,7,-0.1112325439979794,Liga equilibrada,4,9 Goleador de Área,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Viktor_Gy%C3%B6keres_2018.jpg/250px-Viktor_Gy%C3%B6keres_2018.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/Arsenal_FC.svg/250px-Arsenal_FC.svg.png
Erling Haaland,no NOR,25.0,FW,Manchester City,eng Premier League,13,13,1124,12.5,279,136,300,24,8,38,16,6,37.5,14,1,15,12.7,11.9,1.2,1.12,0,4,0,4,4,50,29,58.0,4.0,2.32,0.28,0.48,1.3,2.1,6,2,8,0,19,1.52,3,0.24,87,39,111,131,278,197,32,1,97,24,0.2937121021651599,Liga equilibrada,4,9 Goleador de Área,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Erling_Haaland_June_2025.jpg/250px-Erling_Haaland_June_2025.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Manchester_City_FC_badge.svg/250px-Manchester_City_FC_badge.svg.png
Janik Haberer,de GER,31.0,"MF,DF",Union Berlin,de Bundesliga,12,7,605,6.7,325,121,1219,6,21,8,10,3,30.0,0,1,1,0.2,0.2,0.3,0.09,18,11,5,16,6,6,0,0.0,0.89,0.0,0.0,,-0.2,-0.2,4,5,13,3,9,1.34,1,0.15,3,94,154,79,325,128,8,8,192,20,0.0057002335159579,Liga equilibrada,3,Organizador / Regista,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/20161011_U21_AUT_GER_9305.jpg/250px-20161011_U21_AUT_GER_9305.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/1._FC_Union_Berlin_Logo.svg/250px-1._FC_Union_Berlin_Logo.svg.png
Robin Hack,de GER,27.0,"FW,MF",Gladbach,de Bundesliga,4,3,248,2.8,151,84,584,8,18,23,5,2,40.0,0,0,0,0.5,0.5,0.7,0.42,10,1,1,2,4,8,2,25.0,2.9,0.73,0.0,0.0,-0.5,-0.5,10,6,14,2,14,5.08,0,0.0,14,12,71,69,151,110,1,1,86,4,-0.6964588184654352,Liga equilibrada,0,Segundo Delantero / Asistidor,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Borussia_M%C3%B6nchengladbach_logo.svg/250px-Borussia_M%C3%B6nchengladbach_logo.svg.png
Albian Hajdari,xk KVX,22.0,DF,Hoffenheim,de Bundesliga,10,9,765,8.5,650,342,3713,4,36,0,1,1,100.0,1,0,1,1.3,1.3,0.6,0.22,2,15,14,29,5,7,2,28.6,0.82,0.24,0.14,0.5,-0.3,-0.3,2,7,26,0,10,1.18,1,0.12,10,327,301,24,650,402,27,8,425,71,1.0333407531694223,Liga equilibrada,2,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Logo_TSG_Hoffenheim.svg/250px-Logo_TSG_Hoffenheim.svg.png
Achraf Hakimi,ma MAR,27.0,DF,Paris S-G,fr Ligue 1,9,6,657,7.3,772,460,1813,18,49,110,24,4,16.7,2,0,2,1.2,1.2,0.7,0.26,21,12,4,16,7,10,4,40.0,1.37,0.55,0.2,0.5,0.8,0.8,10,5,48,1,26,3.56,3,0.41,20,96,316,362,772,635,0,6,630,4,0.6107761279290072,Liga ofensiva y vertical,1,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Achraf_Hakimi_vs_Niger_%28cropped%29.jpg/250px-Achraf_Hakimi_vs_Niger_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/Paris_Saint-Germain_F.C..svg/250px-Paris_Saint-Germain_F.C..svg.png
Lewis Hall,eng ENG,21.0,DF,Newcastle Utd,eng Premier League,6,3,314,3.5,243,129,904,2,20,13,15,7,46.7,0,1,1,0.1,0.1,0.3,0.12,14,11,2,13,4,2,0,0.0,0.57,0.0,0.0,,-0.1,-0.1,2,6,9,1,3,0.86,1,0.29,6,67,115,63,243,152,3,2,151,10,-0.3830073724686499,Liga equilibrada,3,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Newcastle_United_Logo.svg/250px-Newcastle_United_Logo.svg.png
Adil Hamdani,fr FRA,16.0,FW,Lyon,fr Ligue 1,1,0,6,0.1,6,2,1,0,1,1,0,0,,0,0,0,0.0,0.0,0.0,0.22,1,0,0,0,0,1,0,0.0,15.0,0.0,0.0,,0.0,0.0,0,0,0,0,1,15.0,0,0.0,0,1,1,4,6,3,0,0,2,0,-1.1854194707106906,Liga ofensiva y vertical,0,Atacante Asociativo,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/250px-Olympique_Lyonnais_logo.svg.png
Pierre-Yves Hamel,fr FRA,31.0,FW,Paris FC,fr Ligue 1,2,1,78,0.9,12,1,2,0,0,2,0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,,0.0,0.0,,,0.0,0.0,0,0,0,0,0,0.0,0,0.0,2,2,4,6,12,4,2,1,6,0,-1.0970198370613118,Liga ofensiva y vertical,0,Atacante Asociativo,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Saint-L%C3%B4_-_Rennes_CFA2_-_20150523_-_Pierre-Yves_Hamel.jpg/250px-Saint-L%C3%B4_-_Rennes_CFA2_-_20150523_-_Pierre-Yves_Hamel.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/9/9f/Paris_FC_logo.svg/250px-Paris_FC_logo.svg.png
Andreas Hanche-Olsen,no NOR,28.0,DF,Mainz 05,de Bundesliga,11,6,671,7.5,407,180,1368,0,15,1,2,0,0.0,0,1,1,0.3,0.3,0.5,0.12,0,6,13,19,3,6,3,50.0,0.8,0.4,0.0,0.0,-0.3,-0.3,3,0,15,0,2,0.27,0,0.0,14,214,165,30,407,202,43,2,230,52,0.2179772489039841,Liga equilibrada,0,Defensa Contundente,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Andreas_Hanche-Olsen_%28cropped%29.jpg/250px-Andreas_Hanche-Olsen_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/1._FSV_Mainz_05_logo.svg/250px-1._FSV_Mainz_05_logo.svg.png
Dávid Hancko,sk SVK,27.0,DF,Atlético Madrid,es La Liga,14,12,1082,12.0,763,448,3771,27,80,37,6,3,50.0,0,2,2,0.6,0.6,1.6,0.18,17,19,8,27,4,11,3,27.3,0.91,0.25,0.0,0.0,-0.6,-0.6,8,11,65,1,20,1.66,4,0.33,22,276,358,131,763,540,15,6,549,36,1.5009675666163684,Liga equilibrada,1,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/D%C3%A1vid_Hancko.jpg/250px-D%C3%A1vid_Hancko.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/Atletico_Madrid_Logo_2024.svg/250px-Atletico_Madrid_Logo_2024.svg.png
Florent Hanin,dz ALG,35.0,DF,Angers,fr Ligue 1,10,4,404,4.5,239,108,1151,8,11,8,3,1,33.3,0,0,0,0.0,0.0,0.3,0.07,9,7,5,12,1,2,0,0.0,0.45,0.0,0.0,,0.0,0.0,2,3,7,1,4,0.89,0,0.0,2,92,102,45,239,135,5,5,157,15,-0.285955178803833,Liga ofensiva y vertical,0,Defensa Posicional,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Hanin_asse_sco_2425.png/250px-Hanin_asse_sco_2425.png,https://upload.wikimedia.org/wikipedia/en/thumb/d/d4/Angers_SCO_logo.svg/250px-Angers_SCO_logo.svg.png
Isak Hansen-Aarøen,no NOR,21.0,FW,Werder Bremen,de Bundesliga,1,0,2,0.0,7,5,3,1,1,1,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,2,0,0,0,,0.0,0.0,,,0.0,0.0,0,0,1,0,0,0.0,0,0.0,1,2,3,2,7,5,0,0,3,0,-1.1634850715789724,Liga equilibrada,0,Atacante Asociativo,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Isak_Hansen-Aar%C3%B8en_2025.jpg/250px-Isak_Hansen-Aar%C3%B8en_2025.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/SV-Werder-Bremen-Logo.svg/250px-SV-Werder-Bremen-Logo.svg.png
Conrad Harder,dk DEN,20.0,FW,RB Leipzig,de Bundesliga,10,2,244,2.7,98,55,96,10,3,18,10,1,10.0,0,0,0,0.3,0.3,0.3,0.21,2,2,2,4,4,11,3,27.3,4.06,1.11,0.0,0.0,-0.3,-0.3,3,2,2,0,9,3.32,0,0.0,13,9,39,50,98,79,5,1,32,0,-0.7965852869682635,Liga equilibrada,0,Atacante Asociativo,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/0/04/RB_Leipzig_2014_logo.svg/330px-RB_Leipzig_2014_logo.svg.png
Jack Harrison,eng ENG,29.0,"FW,DF",Leeds United,eng Premier League,10,1,268,3.0,173,100,451,8,10,17,9,3,33.3,0,0,0,0.3,0.3,0.4,0.23,17,5,4,9,7,6,2,33.3,2.01,0.67,0.0,0.0,-0.3,-0.3,2,4,6,1,5,1.67,0,0.0,7,42,62,75,173,116,1,3,97,2,-0.5921314717672138,Liga equilibrada,0,Atacante Asociativo,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/54/Leeds_United_F.C._logo.svg/250px-Leeds_United_F.C._logo.svg.png
Abdou Harroui,nl NED,27.0,"MF,FW",Hellas Verona,it Serie A,6,2,143,1.6,80,31,69,4,1,4,4,1,25.0,0,0,0,0.2,0.2,0.0,0.1,5,5,0,5,3,3,1,33.3,1.89,0.63,0.0,0.0,-0.2,-0.2,0,1,2,0,2,1.26,0,0.0,1,15,38,28,80,40,0,0,38,3,-0.92903397197188,Liga equilibrada,0,Interior Mixto,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Abdou_Harroui.jpg/250px-Abdou_Harroui.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Hellas_Verona_FC_logo_%282020%29.svg/250px-Hellas_Verona_FC_logo_%282020%29.svg.png
Quilindschy Hartman,nl NED,24.0,DF,Burnley,eng Premier League,13,13,1157,12.9,673,297,2596,4,38,33,7,2,28.6,0,4,4,0.2,0.2,1.5,0.13,53,28,19,47,28,6,2,33.3,0.47,0.16,0.0,0.0,-0.2,-0.2,14,11,24,5,23,1.79,5,0.39,12,242,282,154,673,340,8,7,368,50,1.4319378476520537,Liga equilibrada,1,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Quilindschy_hartman-1680550566.jpeg/250px-Quilindschy_hartman-1680550566.jpeg,https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/Burnley_FC_Logo.svg/250px-Burnley_FC_Logo.svg.png
Haissem Hassan,fr FRA,23.0,"FW,MF",Oviedo,es La Liga,13,8,772,8.6,336,243,707,58,24,48,58,32,55.2,0,1,1,1.1,1.1,0.6,0.19,35,12,2,14,9,17,3,17.6,1.98,0.35,0.0,0.0,-1.1,-1.1,6,11,18,8,20,2.33,2,0.23,28,51,149,150,336,243,0,11,181,5,0.2430590220753823,Liga equilibrada,5,9 Goleador de Área,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/40px-Flag_of_France.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/6/6e/Real_Oviedo_logo.svg/250px-Real_Oviedo_logo.svg.png
Hans Hateboer,nl NED,31.0,DF,Rennes,fr Ligue 1,1,0,22,0.2,12,4,20,1,2,1,0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0.0,0.0,,,0.0,0.0,0,0,1,0,0,0.0,0,0.0,0,2,4,6,12,9,1,0,8,1,-1.1652590556320002,Liga ofensiva y vertical,0,Defensa Posicional,https://upload.wikimedia.org/wikipedia/commons/e/e8/Hans_Hateboer_01.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Stade_Rennais_FC.svg/250px-Stade_Rennais_FC.svg.png
Hans Hateboer,nl NED,31.0,DF,Rennes,fr Ligue 1,1,0,22,0.2,12,4,20,1,2,1,0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0.0,0.0,,,0.0,0.0,0,0,1,0,0,0.0,0,0.0,0,2,4,6,12,9,1,0,8,1,-1.1652590556320002,Liga ofensiva y vertical,0,Defensa Posicional,https://upload.wikimedia.org/wikipedia/commons/e/e8/Hans_Hateboer_01.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Olympique_Lyonnais_logo.svg/250px-Olympique_Lyonnais_logo.svg.png
Hans Hateboer,nl NED,31.0,DF,Lyon,fr Ligue 1,3,2,95,1.1,77,42,191,3,5,12,0,0,,0,0,0,0.5,0.5,0.0,0.45,3,1,0,1,0,2,0,0.0,1.89,0.0,0.0,,-0.5,-0.5,0,0,1,0,2,1.89,0,0.0,4,7,46,24,77,60,2,0,57,2,-0.9930054794600844,Liga ofensiva y vertical,0,Defensa Posicional,https://upload.wikimedia.org/wikipedia/commons/e/e8/Hans_Hateboer_01.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Stade_Rennais_FC.svg/250px-Stade_Rennais_FC.svg.png
